# PRISM-R: child population aged 10 to 17 by ethnic group
# The denominator behind the rates published elsewhere in PRISM-R.
# PRISM-R, an open tool for analysis of remand disproportionality in
# the youth justice system of England and Wales. Oxon Advisory.
# https://prism-r.howpreventionworks.com
# Contains public sector information licensed under the Open Government
# Licence v3.0. Source and reference period are given per row.
# A blank value with a disclosure_status of suppressed or
# source_suppressed is a cell withheld under disclosure control; it is
# not a zero and must not be treated as one.
geo_id,ethnicity,age,sex,population,source,reference_period,disclosure_status
E06000001,Asian,,female,30,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Asian,,female,42,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Asian,,female,40,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Asian,,male,39,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Asian,,male,50,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Asian,,male,46,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Black,,female,11,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Black,,female,13,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Black,,female,8,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Black,,male,15,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Black,,male,17,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Black,,male,14,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Mixed,,female,19,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Mixed,,female,20,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Mixed,,female,23,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Mixed,,male,23,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Mixed,,male,27,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Mixed,,male,26,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Other,,female,10,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Other,,female,10,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Other,,female,23,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Other,,male,11,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Other,,male,17,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,Other,,male,15,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,White,,female,1088,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,White,,female,1620,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,White,,female,1574,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,White,,male,1159,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,White,,male,1696,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000001,White,,male,1577,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Asian,,female,262,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Asian,,female,368,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Asian,,female,364,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Asian,,male,256,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Asian,,male,358,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Asian,,male,369,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Black,,female,65,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Black,,female,74,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Black,,female,59,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Black,,male,58,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Black,,male,63,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Black,,male,65,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Mixed,,female,82,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Mixed,,female,105,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Mixed,,female,110,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Mixed,,male,94,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Mixed,,male,128,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Mixed,,male,100,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Other,,female,89,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Other,,female,88,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Other,,female,81,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Other,,male,91,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Other,,male,109,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,Other,,male,96,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,White,,female,1429,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,White,,female,2050,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,White,,female,2010,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,White,,male,1574,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,White,,male,2122,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000002,White,,male,2024,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Asian,,female,21,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Asian,,female,22,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Asian,,female,37,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Asian,,male,14,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Asian,,male,24,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Asian,,male,27,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Black,,female,1,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Black,,female,4,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Black,,female,3,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Black,,male,3,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Black,,male,2,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Black,,male,11,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Mixed,,female,48,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Mixed,,female,51,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Mixed,,female,46,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Mixed,,male,43,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Mixed,,male,54,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Mixed,,male,33,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Other,,female,9,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Other,,female,16,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Other,,female,8,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Other,,male,17,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Other,,male,23,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,Other,,male,15,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,White,,female,1480,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,White,,female,2244,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,White,,female,2094,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,White,,male,1559,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,White,,male,2354,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000003,White,,male,2300,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Asian,,female,209,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Asian,,female,243,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Asian,,female,226,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Asian,,male,157,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Asian,,male,245,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Asian,,male,232,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Black,,female,31,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Black,,female,45,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Black,,female,97,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Black,,male,46,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Black,,male,61,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Black,,male,48,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Mixed,,female,83,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Mixed,,female,118,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Mixed,,female,90,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Mixed,,male,88,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Mixed,,male,102,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Mixed,,male,91,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Other,,female,28,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Other,,female,26,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Other,,female,37,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Other,,male,22,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Other,,male,48,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,Other,,male,36,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,White,,female,2175,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,White,,female,3453,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,White,,female,3033,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,White,,male,2431,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,White,,male,3405,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000004,White,,male,3188,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Asian,,female,46,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Asian,,female,67,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Asian,,female,66,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Asian,,male,56,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Asian,,male,61,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Asian,,male,58,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Black,,female,9,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Black,,female,14,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Black,,female,4,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Black,,male,9,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Black,,male,10,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Black,,male,13,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Mixed,,female,44,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Mixed,,female,59,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Mixed,,female,63,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Mixed,,male,35,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Mixed,,male,66,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Mixed,,male,43,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Other,,female,25,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Other,,female,16,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Other,,female,17,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Other,,male,14,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Other,,male,23,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,Other,,male,16,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,White,,female,1196,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,White,,female,1781,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,White,,female,1670,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,White,,male,1252,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,White,,male,1846,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000005,White,,male,1836,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Asian,,female,24,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Asian,,female,22,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Asian,,female,17,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Asian,,male,13,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Asian,,male,33,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Asian,,male,18,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Black,,female,2,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Black,,female,6,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Black,,female,10,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Black,,male,5,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Black,,male,7,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Black,,male,7,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Mixed,,female,42,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Mixed,,female,74,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Mixed,,female,69,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Mixed,,male,55,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Mixed,,male,55,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Mixed,,male,109,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Other,,female,12,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Other,,female,15,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Other,,female,10,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Other,,male,13,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Other,,male,18,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,Other,,male,14,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,White,,female,1553,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,White,,female,2226,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,White,,female,2095,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,White,,male,1500,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,White,,male,2386,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000006,White,,male,2264,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Asian,,female,102,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Asian,,female,144,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Asian,,female,129,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Asian,,male,113,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Asian,,male,164,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Asian,,male,124,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Black,,female,28,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Black,,female,28,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Black,,female,31,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Black,,male,22,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Black,,male,41,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Black,,male,28,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Mixed,,female,94,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Mixed,,female,145,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Mixed,,female,124,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Mixed,,male,109,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Mixed,,male,126,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Mixed,,male,140,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Other,,female,25,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Other,,female,33,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Other,,female,30,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Other,,male,22,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Other,,male,42,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,Other,,male,43,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,White,,female,2267,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,White,,female,3391,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,White,,female,3264,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,White,,male,2378,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,White,,male,3544,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000007,White,,male,3403,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Asian,,female,1089,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Asian,,female,1702,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Asian,,female,1596,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Asian,,male,1106,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Asian,,male,1615,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Asian,,male,1655,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Black,,female,35,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Black,,female,51,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Black,,female,45,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Black,,male,33,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Black,,male,60,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Black,,male,53,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Mixed,,female,89,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Mixed,,female,94,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Mixed,,female,70,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Mixed,,male,61,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Mixed,,male,112,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Mixed,,male,84,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Other,,female,47,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Other,,female,68,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Other,,female,62,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Other,,male,55,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Other,,male,55,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,Other,,male,60,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,White,,female,1039,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,White,,female,1614,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,White,,female,1531,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,White,,male,1149,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,White,,male,1662,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000008,White,,male,1688,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Asian,,female,50,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Asian,,female,67,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Asian,,female,66,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Asian,,male,40,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Asian,,male,61,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Asian,,male,88,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Black,,female,6,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Black,,female,15,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Black,,female,6,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Black,,male,5,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Black,,male,9,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Black,,male,17,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Mixed,,female,66,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Mixed,,female,73,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Mixed,,female,81,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Mixed,,male,61,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Mixed,,male,98,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Mixed,,male,84,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Other,,female,11,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Other,,female,17,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Other,,female,16,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Other,,male,16,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Other,,male,15,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,Other,,male,11,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,White,,female,1436,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,White,,female,2049,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,White,,female,2137,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,White,,male,1459,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,White,,male,2307,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000009,White,,male,2263,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Asian,,female,103,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Asian,,female,143,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Asian,,female,140,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Asian,,male,107,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Asian,,male,128,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Asian,,male,145,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Black,,female,107,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Black,,female,110,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Black,,female,130,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Black,,male,103,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Black,,male,137,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Black,,male,107,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Mixed,,female,114,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Mixed,,female,146,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Mixed,,female,140,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Mixed,,male,113,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Mixed,,male,187,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Mixed,,male,151,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Other,,female,80,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Other,,female,116,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Other,,female,82,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Other,,male,79,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Other,,male,107,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,Other,,male,124,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,White,,female,2954,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,White,,female,4288,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,White,,female,3900,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,White,,male,3040,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,White,,male,4575,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000010,White,,male,4212,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000011,Asian,,female,67,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000011,Asian,,female,65,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000011,Asian,,female,69,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000011,Asian,,male,50,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000011,Asian,,male,77,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000011,Asian,,male,89,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000011,Black,,female,3,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E06000011,Black,,female,17,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
